"Time (s)","Radial Position (mm)","Radial Velocity (mm/s)","Radial Deflection (deg)","Slew Position (deg)","Slew Velocity (deg/s)","Tangential Deflection (deg)"
21.44,548,0.03,1.62,306,-1.72,-1.31
21.48,548,-0.03,1.62,307,-0.99,-1.31
21.52,548,0.01,1.62,307,-0.9,-1.31
21.56,548,-0.03,1.62,307,-0.97,-1.31
21.6,548,-0.07,1.62,307,-1.1,-1.31
21.64,548,-0.02,1.62,307,-1.36,-1.23
21.68,548,-0.07,1.62,307,-1.4,-1.23
21.72,548,-0.04,1.62,307,-1.36,-1.23
21.76,548,-0.08,1.62,307,-1.26,-1.23
21.8,548,-0.03,1.62,307,-1.1,-1.16
21.84,548,0,1.54,307,-1,-1.16
21.88,548,-0.02,1.54,307,-1.04,-1.16
21.92,548,0.01,1.54,307,-1.1,-1.08
21.96,548,0.01,1.54,307,-1.04,-1.08
22,548,-0.02,1.54,307,-0.58,-1.08
22.04,548,-0.04,1.54,307,-0.34,-1
22.08,548,0.01,1.54,307,-0.09,-1
22.12,548,0.02,1.54,307,0.02,-1
22.16,548,-0.12,1.54,307,0.06,-0.93
22.2,548,0.01,1.54,307,-0.01,-0.93
22.24,548,0,1.54,307,-0.01,-0.93
22.28,548,-0.01,1.54,307,-0.02,-0.93
22.32,548,-0.02,1.54,307,-0.02,-0.85
22.36,548,-0.02,1.54,307,0.04,-0.85
22.4,548,0.01,1.54,307,0.01,-0.85
22.44,548,0,1.54,307,-0.03,-0.77
22.48,548,-0.02,1.46,307,-0.01,-0.77
22.52,548,0,1.46,307,-0.01,-0.77
22.56,548,0.02,1.46,307,0.02,-0.69
22.6,548,-0.06,1.46,307,0.05,-0.69
22.64,548,-0.01,1.46,307,-0.01,-0.69
22.68,548,0.04,1.46,307,-0.03,-0.69
22.72,548,-0.01,1.46,307,0.01,-0.62
22.76,548,-0.03,1.46,307,0.02,-0.62
22.8,548,0.01,1.46,307,0.03,-0.62
22.84,548,-0.1,1.46,307,0.01,-0.54
22.88,548,0.02,1.46,307,-0.02,-0.54
22.92,548,-0.04,1.46,307,0.01,-0.54
22.96,548,-0.01,1.46,307,0.02,-0.54
23,548,0.02,1.46,307,0.02,-0.46
23.04,548,-0.02,1.46,307,0,-0.46
23.08,548,0.01,1.46,307,-0.02,-0.46
23.12,548,0.03,1.46,307,0.01,-0.39
23.16,548,-0.04,1.46,307,0.01,-0.39
23.2,548,0.02,1.46,307,0.01,-0.39
23.24,548,0.01,1.46,307,-0.03,-0.39
23.28,548,-0.06,1.46,307,-0.02,-0.31
23.32,548,0.04,1.39,307,-0.01,-0.31
23.36,548,0.03,1.39,307,0.02,-0.31
23.4,548,-0.03,1.39,307,0.02,-0.31
23.44,548,0.02,1.39,307,-0.02,-0.23
23.48,548,0,1.39,307,-0.01,-0.23
23.52,548,-0.03,1.39,307,0,-0.23
23.56,548,0.03,1.39,307,0,-0.15
23.6,548,0.01,1.39,307,0.01,-0.15
23.64,548,0.04,1.39,307,-0.01,-0.15
23.68,548,0,1.39,307,-0.03,-0.08
23.72,548,-0.02,1.39,307,0.02,-0.08
23.76,548,-0.01,1.39,307,-0.01,-0.08
23.8,548,0.02,1.39,307,-0.01,0
23.84,548,-0.04,1.39,307,0.02,0
23.88,548,0.02,1.39,307,-0.02,0
23.92,548,0.02,1.39,307,0.01,0
23.96,548,-0.04,1.39,307,0.02,0.08
24,548,0.03,1.39,307,0,0.08
24.04,548,0.02,1.39,307,0,0.08
24.08,548,-0.06,1.39,307,0,0.15
24.12,548,0,1.39,307,0,0.15
24.16,548,0,1.39,307,0.02,0.15
24.2,548,-0.01,1.39,307,0,0.23
24.24,548,0.02,1.39,307,-0.02,0.23
24.28,548,-0.02,1.39,307,0.01,0.23
24.32,548,-0.03,1.39,307,-0.01,0.23
24.36,548,0.03,1.39,307,0.01,0.31
24.4,548,-0.04,1.39,307,0.02,0.31
24.44,548,-0.01,1.39,307,0.01,0.39
24.48,548,0.05,1.39,307,-0.01,0.39
24.52,548,-0.06,1.39,307,0.02,0.39
24.56,548,0.01,1.39,307,0,0.46
24.6,548,0.01,1.39,307,-0.01,0.46
24.64,548,-0.05,1.39,307,0.01,0.46
24.68,548,0.03,1.39,307,0,0.54
24.72,548,0,1.39,307,0.01,0.54
24.76,548,-0.04,1.39,307,0.01,0.54
24.8,548,0.02,1.39,307,-0.01,0.62
24.84,548,0.02,1.39,307,-0.02,0.62
24.88,548,-0.02,1.39,307,0,0.69
24.92,548,0.05,1.39,307,0.01,0.69
24.96,548,-0.01,1.39,307,0,0.69
25,548,0.02,1.39,307,0.01,0.77
25.04,548,0.03,1.39,307,-0.01,0.77
25.08,548,-0.06,1.39,307,0,0.77
25.12,548,0.05,1.39,307,0.01,0.85
25.16,548,0.02,1.46,307,-0.01,0.85
25.2,548,-0.03,1.46,307,0,0.93
25.24,548,0.02,1.46,307,-0.01,0.93
25.28,548,0.03,1.46,307,-0.01,1
25.32,548,-0.05,1.46,307,0.02,1
25.36,548,0.03,1.46,307,-0.01,1
25.4,548,0,1.46,307,0,1.08
25.44,548,0.02,1.46,307,-0.01,1.08
25.48,548,0.02,1.46,307,-0.02,1.16
25.52,548,0.03,1.46,307,-0.01,1.16
25.56,548,-0.05,1.46,307,0.01,1.23
25.6,548,0.02,1.46,307,-0.01,1.23
25.64,548,0,1.46,307,0.01,1.31
25.68,548,0,1.46,307,-0.02,1.31
25.72,548,0.02,1.46,307,-0.01,1.31
25.76,548,-0.01,1.46,307,0.01,1.39
25.8,548,0.02,1.46,307,-0.01,1.46
25.84,548,0.02,1.54,307,-0.01,1.46
25.88,548,-0.06,1.54,307,0.02,1.46
25.92,548,0,1.54,307,-0.01,1.54
25.96,548,0.04,1.54,307,-0.01,1.62
26,548,-0.04,1.54,307,0.01,1.62
26.04,548,0.03,1.54,307,-0.02,1.7
26.08,548,0.01,1.54,307,-0.02,1.7
26.12,548,-0.05,1.54,307,0.01,1.77
26.16,548,0.03,1.54,307,0,1.77
26.2,548,-0.01,1.54,307,0,1.85
26.24,548,-0.03,1.54,307,-0.01,1.85
26.28,548,0.05,1.62,307,0,1.93
26.32,548,-0.04,1.62,307,0.01,2
26.36,548,-0.01,1.62,307,0.01,2
26.4,548,0.03,1.62,307,0.01,2.08
26.44,548,-0.04,1.62,307,0,2.08
26.48,548,0.01,1.62,307,0,2.16
26.52,548,0.02,1.62,307,0.01,2.24
26.56,548,-0.06,1.62,307,0.03,2.24
26.6,548,0.03,1.7,307,-0.01,2.31
26.64,548,0.03,1.7,307,-0.02,2.31
26.68,548,-0.06,1.7,307,-0.01,2.39
26.72,548,0.06,1.7,307,0,2.47
26.76,548,0.02,1.7,307,-0.02,2.47
26.8,548,0.01,1.7,307,0.01,2.54
26.84,548,0,1.7,307,0,2.62
26.88,548,-0.06,1.77,307,0.01,2.7
26.92,548,0.02,1.77,307,0.02,2.7
26.96,548,0,1.77,307,-0.01,2.78
27,548,0.02,1.77,307,-0.01,2.85
27.04,548,0.04,1.77,307,-0.02,2.93
27.08,548,0.04,1.77,307,0,2.93
27.12,548,-0.04,1.77,307,0.02,3.01
27.16,548,0.16,1.85,307,-0.01,3.08
27.2,548,3.01,1.85,307,0.1,3.08
27.24,548,6.01,1.85,307,0.69,3.16
27.28,548,7.86,1.85,307,1.06,3.24
27.32,549,8.89,1.85,307,1.1,3.32
27.36,549,8.92,1.85,307,1.17,3.32
27.4,549,7.65,1.85,307,1.17,3.32
27.44,550,7.41,1.85,307,1.18,3.39
27.48,550,8.64,1.93,307,1.22,3.39
27.52,550,9.24,1.93,307,1.24,3.39
27.56,551,9.18,1.93,307,1.24,3.39
27.6,551,7.64,1.93,307,1.2,3.39
27.64,551,8.75,1.93,307,1.17,3.39
27.68,552,8.62,1.93,307,1.16,3.39
27.72,552,8.62,1.93,307,1.17,3.39
27.76,552,7.77,1.93,306,1.18,3.39
27.8,553,18.45,1.93,306,1.2,3.39
27.84,554,26.1,1.93,306,1.49,3.39
27.88,555,28.75,1.93,306,1.98,3.39
27.92,556,26.31,1.93,306,2.69,3.39
27.96,557,26.87,1.93,306,3.54,3.39
28,558,24.44,1.93,306,3.81,3.39
28.04,559,27.61,1.93,306,3.81,3.39
28.08,560,27.02,1.93,306,3.84,3.39
28.12,561,28.47,1.93,305,3.8,3.39
28.16,562,23.93,1.93,305,3.83,3.39
28.2,563,28.26,1.93,305,3.81,3.39
28.24,564,28.22,1.93,305,3.74,3.39
28.28,566,45.34,1.93,305,3.85,3.39
28.32,568,45.27,1.93,305,4.57,3.39
28.36,570,43.62,1.93,304,5.27,3.39
28.4,571,41.29,1.93,304,5.93,3.39
28.44,573,45.43,1.93,304,6.32,3.39
28.48,576,52.86,1.93,304,7.03,3.39
28.52,578,54.54,1.93,303,7.29,3.39
28.56,580,52.69,1.93,303,7.76,3.39
28.6,582,55.49,1.93,303,7.67,3.39
28.64,584,52.83,1.93,303,7.5,3.39
28.68,586,52.5,1.93,302,7.4,3.39
28.72,588,51.57,1.93,302,7.56,3.39
28.76,590,54.46,1.93,302,7.48,3.39
28.8,592,50.99,1.93,301,7.56,3.39
28.84,595,52.28,1.93,301,7.71,3.39
28.88,597,61.82,1.93,301,7.84,3.39
28.92,600,92,1.93,300,8.01,3.39
28.96,603,88,1.93,300,8.43,3.39
29,606,85.94,1.93,300,9.09,3.39
29.04,611,86.18,1.93,299,10.48,3.39
29.08,614,87.6,1.93,299,11.37,3.39
29.12,617,87.01,1.93,298,12.02,3.39
29.16,621,88.5,1.93,298,12.42,3.39
29.2,625,89.4,1.93,297,12.7,3.39
29.24,628,88.98,1.93,297,12.69,3.39
29.28,632,87.41,1.93,296,12.66,3.39
29.32,635,86.36,1.93,296,12.38,3.39
29.36,638,100.4,1.93,296,12.39,3.39
29.4,643,94.3,1.93,295,12.93,3.39
29.44,647,97.73,1.93,294,13.38,3.39
29.48,650,97.61,1.93,294,13.65,3.39
29.52,654,100.5,1.93,293,13.81,3.39
29.56,660,112.94,1.93,293,14.64,3.39
29.6,664,113.69,1.93,292,14.96,3.39
29.64,668,114.95,1.93,292,15.56,3.39
29.68,672,115.01,1.93,291,16.08,3.39
29.72,676,115.53,1.93,290,16.14,3.39
29.76,683,113.53,1.93,290,15.92,3.39
29.8,687,114.21,1.93,289,16.14,3.39
29.84,691,114.03,1.93,288,16.07,3.39
29.88,695,114.69,1.93,288,16.23,3.39
29.92,701,113.51,1.93,287,16.46,3.39
29.96,705,122.54,1.93,286,16.34,3.39
30,710,134.63,1.93,286,16.69,3.39
30.04,715,131.58,1.93,285,16.94,3.39
30.08,720,128.21,1.93,284,17.58,3.39
30.12,726,124.93,1.93,284,18.37,3.39
30.16,731,123.65,1.93,283,18.64,3.39
30.2,735,124.75,1.93,282,18.84,3.39
30.24,740,124.59,1.93,281,18.93,3.39
30.28,746,123.66,1.93,280,19,3.39
30.32,751,124.63,1.93,280,18.92,3.39
30.36,755,123.12,1.93,279,18.82,3.39
30.4,760,125.74,1.93,278,18.84,3.39
30.44,764,125.19,1.93,278,18.71,3.39
30.48,771,122.71,1.93,277,18.53,3.39
30.52,776,124.54,1.93,276,18.68,3.39
30.56,780,122.67,1.93,275,18.67,3.39
30.6,785,128.14,1.93,275,19,3.39
30.64,792,127.56,1.93,274,19.19,3.39
30.68,796,132.05,1.93,273,19.75,3.39
30.72,801,129.67,1.93,272,20.02,3.39
30.76,805,110.7,1.93,272,19.95,3.39
30.8,809,112.25,1.93,271,19.94,3.39
30.84,816,112.86,1.93,270,19.88,3.39
30.88,820,113.93,1.93,269,19.89,3.39
30.92,824,113.6,1.93,268,19.91,3.39
30.96,828,114.66,1.93,268,20.01,3.39
31,834,113.49,1.93,267,19.96,3.39
31.04,838,117.01,1.93,266,20.06,3.39
31.08,842,111.48,1.93,265,20.18,3.39
31.12,846,110.06,1.93,264,20.2,3.39
31.16,850,111.4,1.93,264,20.1,3.39
31.2,856,95.99,1.93,263,19.94,3.39
31.24,859,94.76,1.93,262,19.89,3.39
31.28,863,98.51,1.93,261,19.89,3.39
31.32,866,98.51,1.93,260,19.83,3.39
31.36,872,88.31,1.93,259,20.16,3.39
31.4,875,87.03,1.93,259,20.14,3.39
31.44,878,87.11,1.93,258,20.06,3.39
31.48,881,85.2,1.93,257,20.07,3.39
31.52,884,89.95,1.93,256,20.24,3.39
31.56,889,87.01,1.93,255,20,3.39
31.6,892,89.46,1.93,255,20.04,3.39
31.64,895,88.78,1.93,254,19.99,3.39
31.68,898,85.3,1.93,253,19.94,3.39
31.72,903,87.18,1.93,252,19.97,3.39
31.76,906,75.76,1.93,251,19.87,3.39
31.8,907,11.43,1.93,251,19.99,3.39
31.84,907,1.32,1.93,250,20.04,3.39
31.88,908,0.65,1.93,249,20.04,3.39
31.92,908,0.36,1.93,248,20.17,3.39
31.96,908,0.14,1.93,247,20.04,3.39
32,908,0.24,1.93,247,19.94,3.39
32.04,908,0.2,1.93,246,19.91,3.39
32.08,908,0.04,1.93,245,19.84,3.39
32.12,908,0.17,1.93,244,19.92,3.39
32.16,908,0.1,1.93,243,20,3.39
32.2,908,0.04,1.93,243,20,3.39
32.24,908,0.12,1.93,242,20.03,3.39
32.28,908,0.04,1.93,241,20.25,3.39
32.32,908,0.05,1.93,240,20,3.39
32.36,908,0.1,1.93,240,19.98,3.39
32.4,908,0,1.93,239,19.94,3.39
32.44,908,0.06,1.93,238,19.82,3.39
32.48,908,0.05,1.93,237,19.98,3.39
32.52,908,-0.01,1.93,236,19.98,3.39
32.56,908,0.03,1.93,236,19.93,3.39
32.6,908,0.07,1.93,235,20.03,3.39
32.64,908,0.01,1.93,234,19.99,3.39
32.68,908,0.06,1.93,233,20.02,3.39
32.72,908,0.02,1.93,232,20.08,3.39
32.76,908,-0.01,1.93,232,19.96,3.39
32.8,908,0.07,1.93,231,19.98,3.39
32.84,908,0,1.93,230,19.92,3.39
32.88,908,0.02,1.93,229,19.98,3.39
32.92,908,0.08,1.93,228,19.96,3.39
32.96,908,-0.02,1.93,228,20.02,3.39
33,908,0.03,1.93,227,20.11,3.39
33.04,908,0.05,1.93,226,20.08,3.39
33.08,908,0,1.93,225,20.05,3.39
33.12,908,0.01,1.93,224,20.09,3.39
33.16,908,0.01,1.93,223,20.07,3.39
33.2,908,0,1.93,223,20.07,3.39
33.24,908,0.04,1.93,222,19.91,3.39
33.28,908,0.01,1.93,221,20.01,3.39
33.32,908,-0.04,1.93,220,20.11,3.39
33.36,908,0.04,1.93,219,20.01,3.39
33.4,908,-0.02,1.93,219,19.95,3.39
33.44,908,-0.04,1.93,218,20.02,3.39
33.48,908,0.06,1.93,217,19.95,3.39
33.52,908,-1.01,1.93,216,20.02,3.39
33.56,908,-2.59,1.93,215,20.02,3.39
33.6,907,-5.39,1.93,215,20.03,3.39
33.64,907,-6.16,1.93,214,19.92,3.39
33.68,907,-6.49,1.93,213,19.96,3.39
33.72,907,-6.95,1.93,212,19.96,3.39
33.76,906,-7.24,1.93,211,20,3.39
33.8,906,-8.45,1.93,211,20.07,3.39
33.84,906,-8.59,1.93,210,20.04,3.39
33.88,905,-8.05,1.93,209,20.04,3.39
33.92,905,-7.56,1.93,208,19.94,3.39
33.96,905,-8.01,1.93,207,19.98,3.39
34,904,-7.63,1.93,207,19.97,3.39
34.04,904,-8.87,1.93,206,19.94,3.39
34.08,904,-8.28,1.93,205,20.03,3.39
34.12,903,-11.04,1.93,204,20,3.39
34.16,903,-27.47,1.93,204,19.9,3.39
34.2,902,-28.54,1.93,203,20.03,3.39
34.24,900,-26.23,1.93,202,19.94,3.39
34.28,899,-25.98,1.93,201,19.99,3.39
34.32,898,-28.45,1.93,200,19.98,3.39
34.36,897,-28.71,1.93,200,19.87,3.39
34.4,896,-25.34,1.93,199,20.12,3.39
34.44,895,-28.6,1.93,198,19.99,3.39
34.48,894,-26.65,1.93,197,19.96,3.39
34.52,893,-27.93,1.93,196,20.1,3.39
34.56,892,-25.7,1.93,196,19.95,3.39
34.6,889,-44.67,1.93,195,19.95,3.39
34.64,888,-41.28,1.93,194,19.88,3.39
34.68,886,-41.86,1.93,193,20.04,3.39
34.72,885,-41.9,1.93,192,19.96,3.39
34.76,883,-41.37,1.93,192,19.86,3.39
34.8,881,-51.61,1.93,191,20.03,3.39
34.84,879,-50.61,1.93,190,20.1,3.39
34.88,877,-45.28,1.93,189,19.85,3.39
34.92,875,-45.64,1.93,188,19.36,3.39
34.96,873,-45.56,1.93,187,18.96,3.39
35,871,-47.27,1.93,187,18.77,3.39
35.04,870,-44.39,1.93,186,18.72,3.39
35.08,868,-43.72,1.93,185,18.63,3.39
35.12,867,-42.31,1.93,185,18.75,3.39
35.16,864,-44.82,1.93,184,18.61,3.39
35.2,863,-45.01,1.93,183,18.81,3.39
35.24,860,-80.72,1.93,182,18.87,3.39
35.28,857,-74.45,1.93,182,18.73,3.39
35.32,853,-78.57,1.93,181,18.84,3.39
35.36,850,-80.27,1.93,180,18.96,3.39
35.4,847,-81.57,1.93,179,18.68,3.39
35.44,845,-80.78,1.93,179,18.85,3.39
35.48,842,-80.9,1.93,178,18.58,3.39
35.52,838,-60.05,1.93,177,18.36,3.39
35.56,836,-60.3,1.93,176,17.96,3.39
35.6,834,-63.25,1.93,176,17.19,3.39
35.64,832,-62.54,1.93,175,16.86,3.39
35.68,828,-68.8,1.93,174,16.2,3.39
35.72,825,-71.88,1.93,174,16.15,3.39
35.76,823,-71.97,1.93,173,16.07,3.39
35.8,820,-70.89,1.93,172,15.97,3.39
35.84,817,-73.49,1.93,172,15.98,3.39
35.88,813,-85.96,1.93,171,16.28,3.39
35.92,810,-81.87,1.93,170,16.26,3.39
35.96,807,-66.79,1.93,170,16.15,3.39
36,805,-70.47,1.93,169,15.75,3.39
36.04,801,-72.54,1.93,168,14.63,3.39
36.08,798,-69.76,1.93,168,14.05,3.39
36.12,796,-68.02,1.93,167,13.75,3.39
36.16,794,-61.44,1.93,167,13.05,3.39
36.2,791,-63.68,1.93,166,12.55,3.39
36.24,788,-62.6,1.93,166,12.11,3.39
36.28,786,-62.53,1.93,165,12.19,3.39
36.32,783,-78.47,1.93,165,12.39,3.39
36.36,780,-79.2,1.93,164,12.59,3.39
36.4,776,-79.78,1.93,164,12.61,3.39
36.44,773,-79.06,1.93,163,12.59,3.39
36.48,770,-80.03,1.93,163,12.47,3.39
36.52,767,-80.19,1.93,162,12.3,3.39
36.56,764,-77.44,1.93,162,12.12,3.39
36.6,762,-43.68,1.93,161,11.79,3.39
36.64,760,-43.53,1.93,161,11.3,3.39
36.68,758,-44.36,1.93,161,10.77,3.39
36.72,757,-42.67,1.93,160,9.85,3.39
36.76,755,-44.1,1.93,160,8.63,3.39
36.8,753,-44.11,1.93,159,8.02,3.39
36.84,751,-45.24,1.93,159,7.76,3.39
36.88,750,-44.4,1.93,159,7.46,3.39
36.92,748,-45.16,1.93,159,7.16,3.39
36.96,745,-53.32,1.93,158,7.2,3.39
37,743,-47.06,1.93,158,7.25,3.39
37.04,742,-44,1.93,158,7.59,3.39
37.08,740,-45.18,1.93,157,7.4,3.39
37.12,738,-44.83,1.93,157,6.62,3.39
37.16,736,-43.24,1.93,157,6.3,3.39
37.2,735,-39.6,1.93,157,6.2,3.39
37.24,734,-24.55,1.93,156,5.84,3.39
37.28,733,-25.8,1.93,156,5.44,3.39
37.32,731,-24.54,1.93,156,4.06,3.39
37.36,730,-28.6,1.93,156,3.7,3.39
37.4,730,-25.18,1.93,156,3.68,3.39
37.44,729,-25.78,1.93,155,3.79,3.39
37.48,727,-24.69,1.93,155,4.04,3.39
37.52,726,-28.3,1.93,155,4.1,3.39
37.56,725,-27.29,1.93,155,4,3.39
37.6,724,-25.48,1.93,155,3.87,3.39
37.64,723,-27.89,1.93,155,3.74,3.39
37.68,723,-7.59,1.93,154,3.22,3.39
37.72,722,-8.49,1.93,154,2.7,3.39
37.76,722,-9.01,1.93,154,2.07,3.39
37.8,722,-8.77,1.93,154,1.64,3.39
37.84,721,-8.58,1.93,154,1.35,3.39
37.88,721,-8.54,1.93,154,1.29,3.39
37.92,721,-8.72,1.93,154,1.23,3.39
37.96,720,-8.14,1.93,154,1.18,3.39
38,720,-8.2,1.93,154,1.1,3.39
38.04,720,-9.18,1.93,154,1.05,3.39
38.08,719,-8.89,1.93,154,1.1,3.39
38.12,719,-8.03,1.93,154,1.14,3.39
38.16,719,-7.5,1.93,154,1.25,3.39
38.2,718,-8.69,1.93,154,1.33,3.39
38.24,718,-9.13,1.93,154,1.35,3.39
38.28,718,-5.73,1.93,154,1.27,3.39
38.32,718,-0.65,1.93,154,0.97,3.39
38.36,717,-0.39,1.93,154,0.45,3.39
38.4,717,-0.14,1.93,154,0,3.39
38.44,717,-0.12,1.93,154,-0.02,3.39
38.48,717,-0.12,1.93,154,0.01,3.39
38.52,717,-0.06,1.93,154,0.02,3.39
38.56,717,-0.11,1.93,154,0.02,3.39
38.6,717,-0.06,1.85,154,-0.01,3.32
38.64,717,-0.04,1.85,154,-0.01,3.32
38.68,717,-0.08,1.85,154,-0.02,3.24
38.72,717,-0.04,1.85,154,-0.01,3.24
38.76,717,0,1.85,154,0.02,3.16
38.8,717,-0.08,1.85,154,0,3.08
38.84,717,0.02,1.85,154,-0.01,3.01
38.88,717,0.01,1.77,154,-0.01,3.01
38.92,717,-0.06,1.77,154,-0.02,2.93
38.96,717,0.02,1.77,154,0.01,2.85
39,717,-0.01,1.77,154,0.02,2.78
39.04,717,-0.06,1.77,154,0,2.78
39.08,717,0.02,1.77,154,-0.01,2.7
39.12,717,-0.03,1.7,154,-0.02,2.62
39.16,717,0,1.7,154,0,2.62
39.2,717,0.01,1.7,154,0.02,2.54
39.24,717,-0.01,1.7,154,0.02,2.47
39.28,717,0.03,1.7,154,-0.01,2.39
39.32,717,0.02,1.7,154,-0.01,2.39
39.36,717,-0.05,1.7,154,-0.02,2.31
39.4,717,0.01,1.62,154,0,2.31
39.44,717,0.03,1.62,154,0.03,2.24
39.48,717,-0.06,1.62,154,0.01,2.16
39.52,717,0.02,1.62,154,0.01,2.16
39.56,717,-0.03,1.62,154,-0.01,2.08
39.6,717,-0.1,1.62,154,-0.02,2.08
39.64,717,-0.04,1.62,154,0.03,2
39.68,717,-0.03,1.62,154,0.01,1.93
39.72,717,-0.06,1.62,154,0.01,1.93
39.76,717,0.01,1.54,154,0.01,1.85
39.8,717,0.01,1.54,154,-0.01,1.85
39.84,717,-0.01,1.54,154,0.01,1.77
39.88,717,0.02,1.54,154,0.03,1.7
39.92,717,-0.02,1.54,154,-0.01,1.7
39.96,717,-0.02,1.54,154,0,1.62
40,717,0.02,1.54,154,0,1.62
40.04,717,-0.06,1.54,154,-0.02,1.54
40.08,717,0.02,1.54,154,-0.01,1.54
40.12,717,0.04,1.54,154,0.01,1.46
40.16,717,-0.05,1.54,154,-0.01,1.46
40.2,717,0.02,1.46,154,-0.01,1.39
40.24,717,0.02,1.46,154,0,1.39
40.28,717,-0.06,1.46,154,-0.01,1.31
40.32,717,0.04,1.46,154,0,1.31
40.36,717,-0.01,1.46,154,0,1.23
40.4,717,-0.02,1.46,154,-0.01,1.23
40.44,717,0.01,1.46,154,0.01,1.16
40.48,717,0,1.46,154,-0.02,1.16
40.52,717,-0.02,1.46,154,0,1.16
40.56,717,0.02,1.46,154,0.01,1.08
40.6,717,-0.04,1.46,154,-0.01,1.08
40.64,717,0.01,1.46,154,-0.01,1
40.68,717,0.02,1.46,154,0,1
40.72,717,-0.06,1.46,154,-0.02,0.93
40.76,717,0.04,1.46,154,0.02,0.93
40.8,717,0.02,1.46,154,-0.01,0.85
40.84,717,-0.05,1.46,154,0.01,0.85
40.88,717,0.02,1.39,154,-0.01,0.85
40.92,717,0,1.39,154,0.01,0.77
40.96,717,-0.04,1.39,154,0.01,0.77
41,717,0.01,1.39,154,0.01,0.69
41.04,717,0.04,1.39,154,0.03,0.69
41.08,717,0,1.39,154,0,0.69
41.12,717,0.02,1.39,154,0.01,0.62
41.16,717,-0.01,1.39,154,0.01,0.62
41.2,717,-0.02,1.39,154,-0.01,0.62
41.24,717,0.02,1.39,154,0.01,0.54
41.28,717,-0.04,1.39,154,0.02,0.54
41.32,717,0.02,1.39,154,0.01,0.46
41.36,717,0.02,1.39,154,0.01,0.46
41.4,717,-0.04,1.39,154,-0.01,0.46
41.44,717,0.02,1.39,154,0.01,0.39
41.48,717,0.04,1.39,154,0.01,0.39
41.52,717,-0.05,1.39,154,-0.01,0.39
41.56,717,0.04,1.39,154,0,0.31
41.6,717,0.03,1.39,154,0.01,0.31
41.64,717,-0.04,1.39,154,-0.01,0.31
41.68,717,0.03,1.39,154,0.03,0.23
41.72,717,0,1.39,154,-0.01,0.23
41.76,717,-0.04,1.39,154,-0.01,0.23
41.8,717,0.02,1.39,154,0.02,0.15
41.84,717,-0.03,1.39,154,0.01,0.15
41.88,717,0.01,1.39,154,-0.01,0.15
41.92,717,0.02,1.39,154,0,0.08
41.96,717,-0.02,1.39,154,-0.01,0.08
42,717,0.04,1.39,154,0.01,0.08
42.04,717,0.02,1.39,154,-0.01,0.08
42.08,717,-0.04,1.39,154,0,0
42.12,717,0.03,1.39,154,0.02,0
42.16,717,0.02,1.39,154,-0.01,0
42.2,717,-0.04,1.39,154,0,-0.08
42.24,717,0.04,1.39,154,0.01,-0.08
42.28,717,0.03,1.39,154,0,-0.08
42.32,717,-0.05,1.39,154,0.01,-0.15
42.36,717,0.02,1.39,154,0.02,-0.15
42.4,717,-0.01,1.39,154,-0.01,-0.15
42.44,717,-0.02,1.39,154,0,-0.15
42.48,717,0.02,1.39,154,0.01,-0.23
42.52,717,-0.04,1.39,154,-0.02,-0.23
42.56,717,0.02,1.39,154,0.01,-0.23
42.6,717,0.02,1.39,154,0.01,-0.31
42.64,717,-0.02,1.39,154,0.01,-0.31
42.68,717,0,1.46,154,0,-0.31
42.72,717,0.02,1.46,154,0.01,-0.31
42.76,717,-0.05,1.46,154,-0.02,-0.39
42.8,717,0.02,1.46,154,0.01,-0.39
42.84,717,0.04,1.46,154,0.01,-0.39
42.88,717,-0.04,1.46,154,-0.01,-0.46
42.92,717,0.02,1.46,154,0,-0.46
42.96,717,0.03,1.46,154,0,-0.46
43,717,-0.06,1.46,154,0,-0.46
43.04,717,0.04,1.46,154,0,-0.54
43.08,717,-0.02,1.46,154,0.01,-0.54
43.12,717,0,1.46,154,-0.01,-0.54
43.16,717,0.03,1.46,154,0.01,-0.62
43.2,717,0,1.46,154,0.01,-0.62
43.24,717,0.02,1.46,154,-0.02,-0.62
43.28,717,0.02,1.46,154,0.01,-0.62
43.32,717,-0.04,1.46,154,0,-0.69
43.36,717,0.02,1.46,154,-0.01,-0.69
43.4,717,0.02,1.46,154,-0.01,-0.69
43.44,717,-0.06,1.46,154,-0.02,-0.77
43.48,717,0.03,1.46,154,0.01,-0.77
43.52,717,0.04,1.54,154,0.01,-0.77
43.56,717,-0.05,1.54,154,-0.01,-0.77
43.6,717,0.03,1.54,154,0.02,-0.85
43.64,717,0.01,1.54,154,-0.01,-0.85
43.68,717,-0.03,1.54,154,-0.02,-0.85
43.72,717,0.02,1.54,154,0.01,-0.93
43.76,717,0.02,1.54,154,0.01,-0.93
43.8,717,-0.01,1.54,154,-0.01,-0.93
43.84,717,0.02,1.54,154,0.02,-1
43.88,717,-0.02,1.54,154,-0.03,-1
43.92,717,-0.01,1.54,154,0.01,-1
43.96,717,0.02,1.54,154,-0.01,-1.08
44,717,-0.05,1.54,154,-0.01,-1.08
44.04,717,0.02,1.54,154,0.01,-1.08
44.08,717,0.02,1.54,154,-0.01,-1.08
44.12,717,-0.02,1.54,154,-0.02,-1.16
44.16,717,0.03,1.62,154,0.01,-1.16
44.2,717,0.02,1.62,154,-0.01,-1.16
